SCH_CODE,DISTCODE,SCH_NAME,School_address_for_geocode,SCH_CITY,SCH_STATE,SCH_ZIP,SCH_STATUS,SCH_LEVEL_code,school_level,School_type_code,School_type,geocode_amentity,Longitude_geocode,Latitude_geocode,Updated,updated_by
10309,10,Brown Play School,4 Newman Avenue,Rumford,RI,02916,1,10,PK Only,3,Private,place,-71.35204,41.84131,3/22/19,MJJames
10310,10,The Children's Workshop-Rumford,411 Narragansett Park Drive,Rumford,RI,02916,1,20,Elementary,3,Private,highway,-71.34399,41.85778,3/22/19,MJJames
10312,10,The Wolf School,215 Ferris Avenue,East Providence,RI,02916,1,20,Elementary,3,Private,place,-71.34945,41.84979,3/22/19,MJJames
10325,10,Oliver Day School,162 Robinson Street,East Providence,RI,02914,1,50,PK-3/Elementary,3,Private,place,-71.36666,41.79924,3/22/19,MJJames
10332,10,Covenant Cooperative Nursery School,165 Rounds Avenue,Riverside,RI,02915,1,10,PK Only,3,Private,place,-71.3406,41.76817,3/22/19,MJJames
10333,10,Ocean State Montessori School,100 Grove Avenue,East Providence,RI,02914,1,50,PK-3/Elementary,3,Private,place,-71.37177,41.81769,3/22/19,MJJames
10344,,East Bay Head Start-Willett Avenue,386 Willett Avenue,Riverside,RI,02915,1,10,PK Only,3,Private,place,-71.35441,41.77378,3/22/19,MJJames
10406,10,Motoring Technical Training Institute,54 Water Street,East Providence,RI,02914,1,60,Postsecondary,4,Postsecondary,place,-71.38561,41.81758,3/22/19,MJJames
12101,12,Captain Isaac Paine Elementary School,160 Foster Center Road,Foster,RI,02825,1,20,Elementary,1,Public,place,-71.72771,41.80465,3/22/19,MJJames
13103,13,Fogarty Memorial School,736 Snake Hill Road,Glocester,RI,02857,1,20,Elementary,1,Public,place,-71.634239,41.877163,4/21/19,RPeters
13104,13,West Glocester Elementary,111 Reynolds Road,Glocester,RI,02814,1,50,PK-3/Elementary,1,Public,place,-71.778038,41.91221,4/21/19,RPeters
13301,13,Harmony Hill School,63 Harmony Hill Road,Glocester,RI,02814,1,54,Elementary/Secondary,3,Private,place,-71.62328,41.9156,3/22/19,MJJames
13302,13,The Learning Place,21 Terry Lane,Glocester,RI,02814,1,50,PK-Private/Elementary,3,Private,place,-71.64612,41.90226,3/22/19,MJJames
13903,,Harmony Child Care & Learning Center,185 Putnam Pike,Chepachet,RI,02814,1,10,PK Only,9,Other,highway,-71.67161,41.9153,3/22/19,MJJames
15101,15,Jamestown School-Lawn,55 Lawn Avenue,Jamestown,RI,02835,1,30,Middle,1,Public,place,-71.37787,41.49921,3/22/19,MJJames
15102,15,Jamestown School-Melrose,76 Melrose Avenue,Jamestown,RI,02835,1,20,Elementary,1,Public,place,-71.38113,41.50004,3/22/19,MJJames
16103,16,Thornton School,4 School Street,Johnston,RI,02919,1,20,Elementary,1,Public,place,-71.47873,41.798,3/22/19,MJJames
16106,16,Brown Avenue School,14 Brown Avenue,Johnston,RI,02919,1,20,Elementary,1,Public,place,-71.54835,41.83379,3/22/19,MJJames
16108,16,Sarah Dyer Barnes School,24 Barnes Avenue,Johnston,RI,02919,1,20,Elementary,1,Public,place,-71.48625,41.83742,3/22/19,MJJames
16109,16,Winsor Hill School,100 Theresa Street,Johnston,RI,02919,1,20,Elementary,1,Public,place,-71.47566,41.81682,3/22/19,MJJames
16110,16,Graniteville School,6 Collins Avenue,Johnston,RI,02919,1,10,PK Only,1,Public,place,-71.49409,41.86308,3/22/19,MJJames
16111,16,Nicholas A. Ferri Middle School,10 Memorial Avenue,Johnston,RI,02919,1,30,Middle,1,Public,place,-71.50768,41.8284,3/22/19,MJJames
16112,16,Johnston Senior High School,345 Cherry Hill Road,Johnston,RI,02919,1,40,Secondary,1,Public,place,-71.49733,41.83136,3/22/19,MJJames
16114,16,Early Childhood Center,10 Memorial Avenue,Johnston,RI,02919,1,20,Elementary,1,Public,place,-71.50768,41.8284,3/22/19,MJJames
16116,16,Calef School (High School Annex),7 Waveland Street,Johnston,RI,02919,1,40,Secondary,1,Public,place,-71.47506,41.83149,3/22/19,MJJames
16221,16,St. Rocco School,931 Atwood Avenue,Johnston,RI,02919,1,50,PK-3/Elementary,2,Parochial,place,-71.48419,41.79706,3/22/19,MJJames
16302,,Creative Center Daycare and Preschool II,2952 Hartford Avenue,Johnston,RI,02919,1,50,PK-3/Elementary,3,Private,highway,-71.47974,41.8207,3/22/19,MJJames
16304,,Vanguard Christian Academy,300 Morgan Avenue,Johnston,RI,02919,1,40,Secondary,3,Private,place,-71.48672,41.80527,3/22/19,MJJames
16326,16,Johnston Child Care Center,87 Putnam Pike,Johnston,RI,02919,1,10,PK Only,3,Private,amenity,-71.49201,41.86268,3/22/19,MJJames
16330,16,Cherry Hill Preschool,10 Waterman Avenue,Johnston,RI,02919,1,10,PK Only,3,Private,place,-71.47727,41.83423,3/22/19,MJJames
16332,16,Kinder-Care At Work,350 Central Avenue,Johnston,RI,02919,1,50,PK-3/Elementary,3,Private,place,-71.49027,41.8102,3/22/19,MJJames
16334,16,Trinity Christian Academy,2119 Hartford Avenue,Johnston,RI,02919,1,50,PK-3/Elementary,3,Private,highway,-71.47974,41.8207,3/22/19,MJJames
17106,17,Lonsdale Elementary School,270 River Road,Lincoln,RI,02865,1,20,Elementary,1,Public,amenity,-71.41626,41.90868,3/22/19,MJJames
17109,17,Lincoln Central Elementary School,1081 Great Road,Lincoln,RI,02865,1,20,Elementary,1,Public,amenity,-71.44588,41.92862,3/22/19,MJJames
17110,17,Lincoln Senior High School,135 Old River Road,Lincoln,RI,02865,1,40,Secondary,1,Public,amenity,-71.45058,41.93722,3/22/19,MJJames
17112,17,Saylesville Elementary School,50 Woodland Street,Lincoln,RI,02865,1,20,Elementary,1,Public,amenity,-71.41339,41.89273,3/22/19,MJJames
17113,17,Northern Lincoln Elementary School,315 New River Road,Manville,RI,02838,1,50,PK-3/Elementary,1,Public,place,-71.46705,41.9618,3/22/19,MJJames
17117,17,Lincoln Middle School,152 Jenckes Hill Road,Lincoln,RI,02865,1,30,Middle,1,Public,amenity,-71.47373,41.91026,3/22/19,MJJames
17302,17,Maple Hill Early Learning Center,3357 Mendon Rd,Cumberland,RI,02864,1,10,PK Only,3,Private,amenity,-71.45824,41.97786,3/22/19,MJJames
17304,,A Childs University - Smithfield,370 George Washington Highway,Smithfield,RI,02917,1,12,PK-3,3,Private,highway,-71.48528,41.93505,3/22/19,MJJames
17323,17,MacColl YMCA,32 Breakneck Hill Rd.,Lincoln,RI,02865,1,10,PK Only,3,Private,place,-71.44449,41.90314,3/22/19,MJJames
17330,17,The Children's Workshop-Lincoln,25 Blackstone Valley Place,Lincoln,RI,02865,1,10,PK Only,3,Private,place,-71.45742,41.93729,3/22/19,MJJames
17336,17,The Spurwink School,11 Maplehurst Street,Lincoln,RI,02865,1,54,Elementary/Secondary,3,Private,place,-71.41585,41.91307,3/22/19,MJJames
17403,17,Smithfield Tractor Trailer Driving School,10 A Appian Way,Smithfield,RI,02917,1,60,Postsecondary,4,Postsecondary,place,-71.53381,41.91027,3/22/19,MJJames
17404,17,Lincoln Technical Institute,622 George Washington Highway,Lincoln,RI,02865,1,60,Postsecondary,4,Postsecondary,amenity,-71.47732,41.93884,3/22/19,MJJames
17501,H1,Community College of R.I. - Flanagan Campus,1762 Old Louisquisset Pike,Lincoln,RI,02865,1,60,Postsecondary,5,Postsecondary,place,-71.45115,41.90175,3/22/19,MJJames
17701,40,Wm. M. Davies Jr. Career-Technical  High School,50 Jenckes Hill Road,Lincoln,RI,02865,1,40,Secondary,7,State_operated,amenity,-71.45652,41.90223,3/22/19,MJJames
18101,18,Wilbur and McMahon Schools,28 Commons,Little Compton,RI,02837,1,20,Elementary,1,Public,place,-71.17387,41.50902,3/22/19,MJJames
18301,18,Little Compton Nursery School,149 Long Highway,Little Compton,RI,02837,1,10,PK Only,3,Private,place,-71.15734,41.54282,3/22/19,MJJames
18302,18,Little Peeps Montessori Naturskola,4 Commons Street,Little Compton,RI,02837,1,50,PK-3/Elementary,3,Private,highway,-71.17309,41.50905,3/22/19,MJJames
19106,19,Aquidneck School,70 Reservoir Road,Middletown,RI,02842,1,50,PK-3/Elementary,1,Public,place,-71.28221,41.49596,3/22/19,MJJames
19107,19,Forest Avenue School,315 Forest Avenue,Middletown,RI,02842,1,50,PK-3/Elementary,1,Public,place,-71.28596,41.52559,3/22/19,MJJames
19111,19,Middletown High School,130 Valley Road,Middletown,RI,02842,1,40,Secondary,1,Public,place,-71.29131,41.51496,3/22/19,MJJames
19114,19,Joseph H. Gaudet School,1113 Aquidneck Avenue,Middletown,RI,02842,1,20,Elementary,1,Public,place,-71.28309,41.51806,3/22/19,MJJames
19117,19,Joseph H. Gaudet Learning Academy,1113 Aquidneck Ave.,Middletown,RI,02842,1,20,Elementary,1,Public,place,-71.28309,41.51806,3/22/19,MJJames
19201,19,All Saints Academy,915 West Main Road,Middletown,RI,02842,1,20,Elementary,2,Parochial,highway,-71.29586,41.52826,3/22/19,MJJames
19301,19,St. George's School,372 Purgatory Road,Middletown,RI,02842,1,40,Secondary,3,Private,place,-71.27132,41.48828,3/22/19,MJJames
19304,19,Little Friends,33 Mitchells Lane,Middletown,RI,02842,1,50,PK-3/Elementary,3,Private,place,-71.26092,41.53436,3/22/19,MJJames
19305,19,Shining Star Preschool,365 Valley Road,Middletown,RI,02842,1,10,PK Only,3,Private,place,-71.28958,41.50903,3/22/19,MJJames
19307,19,Kinder Art,146 Aquidneck Avenue,Middletown,RI,02842,1,20,Elementary,3,Private,place,-71.28479,41.49472,3/22/19,MJJames
19308,19,Calvary Christian Preschool,200 Turner Road,Middletown,RI,02842,1,10,PK Only,3,Private,place,-71.27638,41.52064,3/22/19,MJJames
19309,19,Sandpipers Early Learning Center,31 John Clarke Road,Middletown,RI,02842,1,10,PK Only,3,Private,place,-71.28656,41.50231,3/22/19,MJJames
19321,19,Silveira Kindergarten and Nursery School,143 Peckham Lane,Middletown,RI,02842,1,50,PK-3/Elementary,3,Private,place,-71.25015,41.51915,3/22/19,MJJames
19322,19,Bright Ideas,1272 West Main Road,Middletown,RI,02842,1,50,PK-3/Elementary,3,Private,highway,-71.29586,41.52826,3/22/19,MJJames
19328,19,KinderCare Learning Center-Middletown,70 Corporate Place,Middletown,RI,02842,1,50,PK-3/Elementary,3,Private,place,-71.29813,41.53068,3/22/19,MJJames
19334,,East Bay Community Action Program Head Start,654 Green End Ave.,Middletown,RI,02842,1,50,PK-3/Elementary,3,Private,place,-71.27428,41.50884,3/22/19,MJJames
20102,20,Narragansett Elementary School,55 Mumford Road,Narragansett,RI,02882,1,50,PK-3/Elementary,1,Public,place,-71.47413,41.43834,3/22/19,MJJames
20103,20,Narragansett Pier School,235 South Pier Road,Narragansett,RI,02882,1,30,Middle,1,Public,place,-71.47085,41.42698,3/22/19,MJJames
20104,20,Narragansett High School,245 South Pier Road,Narragansett,RI,02882,1,40,Secondary,1,Public,building,-71.4697,41.43037,3/22/19,MJJames
20330,20,St. Peter's Preschool By-the-Sea,66 Central Street,Narragansett,RI,02882,1,10,PK Only,3,Private,place,-71.45939,41.42874,3/22/19,MJJames
20332,67,Ocean Tides,635 Ocean Road,Narragansett,RI,02882,1,40,Secondary,3,Private,place,-71.46457,41.40084,3/22/19,MJJames
21106,21,Frank E. Thompson Middle School,55 Broadway,Newport,RI,02840,1,30,Middle,1,Public,place,-71.31131,41.49204,3/22/19,MJJames
21107,21,Claiborne Pell Elementary School,35 Dexter Street,Newport,RI,02840,1,20,Elementary,1,Public,place,-71.30623,41.50874,3/22/19,MJJames
21111,21,Rogers High School,15 Wickham Road,Newport,RI,02840,1,40,Secondary,1,Public,amenity,-71.32163,41.46875,3/22/19,MJJames
21113,21,The Pell Annex @ John F. Kennedy School,740 West Main Road,Middletown,RI,02842,1,12,PK-3,1,Public,place,-71.29815,41.5242,3/22/19,MJJames
21117,21,Newport Area Career and Technical Center,15 Wickham Rd,Newport,RI,02840,1,40,Secondary,1,Public,amenity,-71.32163,41.46875,3/22/19,MJJames
21304,21,St. Michael's Country Day School,180 Rhode Island Avenue,Newport,RI,02840,1,52,PK-12,3,Private,place,-71.30168,41.48534,3/22/19,MJJames
21306,21,The Emmanuel Day School,42 Dearborn Street,Newport,RI,02840,1,10,PK Only,3,Private,amenity,-71.31274,41.4795,3/22/19,MJJames
21307,28,Child Development Center,1376 Bushnell Street,Newport,RI,02841,1,10,PK Only,3,Private,highway,-71.30812,41.5299,3/22/19,MJJames
21339,,East Bay Community Action Program Head Start,8 John H Chafee Blvd,Newport,RI,02840,1,10,PK Only,3,Private,place,-71.31347,41.51819,3/22/19,MJJames
21405,21,International Yacht Restoration School,449 Thames Street,Newport,RI,02840,1,60,Postsecondary,4,Postsecondary,highway,-71.31512,41.48852,3/22/19,MJJames
21501,21,Salve Regina University,100 Ochre Point Avenue,Newport,RI,02840,1,60,Postsecondary,5,Postsecondary,highway,-71.30009,41.47222,3/22/19,MJJames
21502,21,Naval War College,686 Cushing Road,Newport,RI,02841,1,60,Postsecondary,5,Postsecondary,highway,-71.32917,41.51187,3/22/19,MJJames
21503,H1,Community College of R.I. Newport County Campus,One John H. Chafee Blvd.,Newport,RI,02840,1,60,Postsecondary,5,Postsecondary,highway,-71.31289,41.5172,3/22/19,MJJames
21901,,James L. Maher School,120 Hillside Avenue,Newport,RI,02840,1,40,Secondary,9,Other,highway,-71.30891,41.51209,3/22/19,MJJames
21903,,Newport Public Library,300 Spring Street,Newport,RI,02840,1,54,Elementary/Secondary,9,Other,building,-71.3124,41.48259,3/22/19,MJJames
22101,22,Block Island School,15 High Street,New Shoreham,RI,02807,1,54,Elementary/Secondary,1,Public,place,-71.5585,41.17057,3/22/19,MJJames
22301,22,Block Island Early Learning Center,91 Chapel Street,New Shoreham,RI,02807,1,10,PK Only,3,Private,place,-71.55921,41.17268,3/22/19,MJJames
23105,23,Wickford Middle School,250 Tower Hill Road,North Kingstown,RI,02852,1,30,Middle,1,Public,amenity,-71.46034,41.5676,3/22/19,MJJames
23108,23,North Kingstown Senior High School,150 Fairway Drive,North Kingstown,RI,02852,1,40,Secondary,1,Public,amenity,-71.4463,41.55678,3/22/19,MJJames
23109,23,Fishing Cove Elementary School,110 Wickford Point Road,North Kingstown,RI,02852,1,50,PK-3/Elementary,1,Public,place,-71.44541,41.58978,3/22/19,MJJames
23110,23,Forest Park Elementary School,50 Woodlawn Drive,North Kingstown,RI,02852,1,20,Elementary,1,Public,place,-71.45338,41.621,3/22/19,MJJames
23111,23,Hamilton Elementary School,25 Salisbury Avenue,North Kingstown,RI,02852,1,20,Elementary,1,Public,place,-71.44042,41.54824,3/22/19,MJJames
23112,23,Davisville Middle School,200 School Street,North Kingstown,RI,02852,1,30,Middle,1,Public,place,-71.46589,41.61985,3/22/19,MJJames
23113,23,Suzanne M. Henseler Quidnessett Elementary School,166 Mark Drive,North Kingstown,RI,02852,1,20,Elementary,1,Public,place,-71.43987,41.61342,3/22/19,MJJames
23114,23,Stony Lane Elementary School,825 Stony Lane,North Kingstown,RI,02852,1,20,Elementary,1,Public,amenity,-71.48621,41.5938,3/22/19,MJJames
23301,23,North Kingstown Day Care and Preschool,690 Boston Neck Road,North Kingstown,RI,02852,1,10,PK Only,3,Private,place,-71.44073,41.55282,3/22/19,MJJames
23303,23,Sunshine Child Development Center,11 Iafrate Way,North Kingstown,RI,02852,1,10,PK Only,3,Private,highway,-71.45033,41.6063,3/22/19,MJJames
23304,,Perspectives Therapeutic Classroom,1130 Ten Rod Road,North Kingstown,RI,02852,1,22,Elementary/Middle,3,Private,place,-71.49637,41.58276,3/22/19,MJJames
23322,23,St. Paul's Nursery School,76 Main Street,North Kingstown,RI,02852,1,10,PK Only,3,Private,place,-71.44971,41.57196,3/22/19,MJJames
23324,23,The Children's Workshop,445 School Street,North Kingstown,RI,02852,1,10,PK Only,3,Private,place,-71.47031,41.61598,3/22/19,MJJames
23328,23,Wickford Nursery School,640 Ten Rod Road,North Kingstown,RI,02852,1,10,PK Only,3,Private,place,-71.48474,41.57276,3/22/19,MJJames
23331,23,South County Montessori School,1239 Tower Hill Road,North Kingstown,RI,02852,1,50,PK-3/Elementary,3,Private,place,-71.46857,41.54111,3/22/19,MJJames
23334,23,West Bay Christian Academy,475 School Street,North Kingstown,RI,02852,1,20,Elementary,3,Private,amenity,-71.47231,41.61514,3/22/19,MJJames
23337,23,Children's Learning Express,7525 Post Road,North Kingstown,RI,02852,1,50,PK-3/Elementary,3,Private,place,-71.45764,41.58994,3/22/19,MJJames
23601,55,The Compass School,537 Old North Road,Kingston,RI,02881,1,20,Elementary,6,Charter,place,-71.5173,41.49459,3/22/19,MJJames
23903,,Creative Options,91 Weaver Road,North Kingstown,RI,02852,1,56,Ungraded,9,Other,place,-71.44238,41.54474,3/22/19,MJJames
24103,24,Marieville Elementary School,1135 Mineral Spring Avenue,North Providence,RI,02904,1,20,Elementary,1,Public,place,-71.43319,41.8686,3/22/19,MJJames
24105,24,North Providence High School,1828 Mineral Spring Avenue,North Providence,RI,02904,1,40,Secondary,1,Public,amenity,-71.45931,41.85998,3/22/19,MJJames
24106,24,Stephen Olney School,622 Woonasquatucket Avenue,North Providence,RI,02911,1,20,Elementary,1,Public,place,-71.48236,41.85515,3/22/19,MJJames
24107,24,James L. McGuire School,7 Waveland Street,Johnston,RI,02919,1,20,Elementary,1,Public,place,-71.47506,41.83149,3/22/19,MJJames
24108,24,Dr. Joseph A Whelan Elementary School,1440 Mineral Spring Avenue,North Providence,RI,02904,1,20,Elementary,1,Public,place,-71.44258,41.86599,3/22/19,MJJames
24109,24,Centredale School,41 Angell Avenue,North Providence,RI,02911,1,50,PK-3/Elementary,1,Public,place,-71.47832,41.8572,3/22/19,MJJames
24110,24,Greystone School,100 Morgan Avenue,North Providence,RI,02911,1,20,Elementary,1,Public,amenity,-71.48318,41.86204,3/22/19,MJJames
24111,24,Dr. Edward A. Ricci Middle School,51 Intervale Avenue,North Providence,RI,02911,1,30,Middle,1,Public,highway,-71.47627,41.84669,3/22/19,MJJames
24112,24,Birchwood Middle School,10 Birchwood Drive,North Providence,RI,02904,1,30,Middle,1,Public,amenity,-71.45105,41.86853,3/22/19,MJJames
24303,,Way to Grow,One Falco Street,North Providence,RI,02911,1,10,PK Only,3,Private,highway,-71.47836,41.84507,3/22/19,MJJames
24305,24,St. Mary's Home for Children/George N. Hunt Campus,420 Fruit Hill Avenue,North Providence,RI,02911,1,54,Elementary/Secondary,3,Private,place,-71.46483,41.84983,3/22/19,MJJames
25106,25,Dr. Harry L. Halliwell Memorial School,358 Victory Highway,North Smithfield,RI,02896,1,20,Elementary,1,Public,highway,-71.59933,41.99153,3/22/19,MJJames
25108,25,North Smithfield High School,412 Greenville Road,North Smithfield,RI,02896,1,40,Secondary,1,Public,place,-71.54363,41.95555,3/22/19,MJJames
25109,25,North Smithfield Middle School,1850 Providence Pike,North Smithfield,RI,02896,1,30,Middle,1,Public,place,-71.54686,41.95301,3/22/19,MJJames
25110,25,North Smithfield Elementary School,2214 Providence Pike,North Smithfield,RI,02896,1,50,PK-3/Elementary,1,Public,amenity,-71.5399,41.94026,3/22/19,MJJames
25302,,Dr. Day Care Child Development Center North Smithf,621 Pound Hill Road,North Smithfield,RI,02896,1,50,PK-3/Elementary,3,Private,place,-71.5555,41.98827,3/22/19,MJJames
26103,26,Joseph Jenks Middle School,350 Division Street,Pawtucket,RI,02860,1,30,Middle,1,Public,amenity,-71.37074,41.87613,3/22/19,MJJames
26105,26,William E Tolman Senior High School,150 Exchange Street,Pawtucket,RI,02860,1,40,Secondary,1,Public,highway,-71.37976,41.87975,3/22/19,MJJames
26106,26,Samuel Slater Middle School,281 Mineral Spring Avenue,Pawtucket,RI,02860,1,30,Middle,1,Public,amenity,-71.40033,41.87427,3/22/19,MJJames
26107,26,Lyman B. Goff Middle School,974 Newport Avenue,Pawtucket,RI,02861,1,30,Middle,1,Public,place,-71.3541,41.88137,3/22/19,MJJames
26109,26,Jacqueline M. Walsh School for the Performing and Visual Arts,350 Division Street,Pawtucket,RI,02860,1,40,Secondary,1,Public,amenity,-71.37074,41.87613,3/22/19,MJJames
26110,26,Potter-Burns School,973 Newport Avenue,Pawtucket,RI,02861,1,20,Elementary,1,Public,amenity,-71.35351,41.88184,3/22/19,MJJames
26111,26,Nathanael Greene School,"285 Smithfield Ave  Pawtucket,",Pawtucket,RI,02861,1,50,PK-3/Elementary,1,Public,amenity,-71.41214,41.86757,3/22/19,MJJames
26113,26,Fallon Memorial School,62 Lincoln Avenue,Pawtucket,RI,02861,1,20,Elementary,1,Public,place,-71.36081,41.86884,3/22/19,MJJames
26115,26,Flora S. Curtis Memorial School,582 Benefit Street,Pawtucket,RI,02861,1,20,Elementary,1,Public,place,-71.34841,41.89189,3/22/19,MJJames
26116,26,Curvin-McCabe School,466 Cottage Street,Pawtucket,RI,02861,1,20,Elementary,1,Public,highway,-71.3779,41.87918,3/22/19,MJJames
26118,26,Charles E. Shea High School,485 East Avenue,Pawtucket,RI,02860,1,40,Secondary,1,Public,place,-71.38742,41.86583,3/22/19,MJJames
26119,26,Henry J. Winters School,481 Broadway,Pawtucket,RI,02860,1,20,Elementary,1,Public,place,-71.37512,41.88664,3/22/19,MJJames
26120,26,Elizabeth Baldwin School,50 Whitman Street,Pawtucket,RI,02860,1,20,Elementary,1,Public,amenity,-71.39638,41.86824,3/22/19,MJJames
26121,26,M. Virginia Cunningham School,40 Baldwin Street,Pawtucket,RI,02860,1,20,Elementary,1,Public,place,-71.40147,41.87537,3/22/19,MJJames
26122,26,Agnes E. Little School,60 South Bend Street,Pawtucket,RI,02860,1,20,Elementary,1,Public,amenity,-71.37184,41.87672,3/22/19,MJJames
26125,26,Francis J. Varieur School,486 Pleasant Street,Pawtucket,RI,02860,1,20,Elementary,1,Public,place,-71.38421,41.86638,3/22/19,MJJames
26203,26,St. Cecilia School,755 Central Avenue,Pawtucket,RI,02861,1,50,PK-3/Elementary,2,Parochial,place,-71.35292,41.88815,3/22/19,MJJames
26210,26,St. Raphael Academy,123 Walcott Street,Pawtucket,RI,02860,1,40,Secondary,2,Parochial,amenity,-71.37654,41.87675,3/22/19,MJJames
26211,26,St. Teresa School,140 Woodhaven Road,Pawtucket,RI,02861,1,20,Elementary,2,Parochial,place,-71.35609,41.86733,3/22/19,MJJames
26213,26,Woodlawn Catholic Regional School,61 Hope Street,Pawtucket,RI,02860,1,20,Elementary,2,Parochial,place,-71.40201,41.87611,3/22/19,MJJames
26214,,Getsemani Christian Academy-Pending approval,1080 Newport Ave.,Pawtucket,RI,02861,1,52,PK-12,2,Parochial,place,-71.35429,41.884,3/22/19,MJJames
26308,26,Heritage Park Early Learning Center,333 Roosevelt Avenue,Pawtucket,RI,02860,1,10,PK Only,3,Private,amenity,-71.38168,41.88224,3/22/19,MJJames
26325,26,Puss 'n Boots Nursery School,178 Sayles Avenue,Pawtucket,RI,02860,1,10,PK Only,3,Private,place,-71.39332,41.86503,3/22/19,MJJames
26327,26,Smithfield Avenue Nursery School and Kindergarten,514 Smithfield Avenue,Pawtucket,RI,02860,1,50,PK-3/Elementary,3,Private,amenity,-71.41524,41.87605,3/22/19,MJJames
26328,26,Darlington Early Childhood Center,680 Newport Avenue,Pawtucket,RI,02861,1,50,PK-3/Elementary,3,Private,amenity,-71.35464,41.87519,3/22/19,MJJames
26329,26,The Children's Workshop-East Street,178 East Street,Pawtucket,RI,02860,1,10,PK Only,3,Private,place,-71.37555,41.89039,3/22/19,MJJames
26332,26,T.L.C. Day Care Center,550 Newport Avenue,Pawtucket,RI,02861,1,50,PK-3/Elementary,3,Private,place,-71.35446,41.87141,3/22/19,MJJames
26336,26,The Tides School - Pawtucket,242 Dexter Street,Pawtucket,RI,02860,1,54,Elementary/Secondary,3,Private,highway,-71.38727,41.87817,3/22/19,MJJames
26339,,Dr. Day Care Child Development Center,301 Concord Street,Pawtucket,RI,02860,1,50,PK-3/Elementary,3,Private,highway,-71.4076,41.86116,3/22/19,MJJames
26341,26,Rhode Island Alternative Academy,249 Roosevelt Ave #1,Pawtucket,RI,02860,1,54,Elementary/Secondary,3,Private,place,-71.38224,41.88239,3/22/19,MJJames
26404,26,Sawyer School,101 Main Street,Pawtucket,RI,02860,1,60,Postsecondary,4,Postsecondary,place,-71.38198,41.87577,3/22/19,MJJames
26410,26,NE Tractor Trailer Training School of MA,600 Moshassuck Valley Industrial Highway,Pawtucket,RI,02860,1,60,Postsecondary,4,Postsecondary,place,-71.40522,41.87974,3/22/19,MJJames
26424,26,Newport School of Hairdressing,222-226 Main Street,Pawtucket,RI,02860,1,60,Postsecondary,4,Postsecondary,place,-71.38404,41.87691,3/22/19,MJJames
26601,53,International Charter School,334 Pleasant Street,Pawtucket,RI,02860,1,20,Elementary,6,Charter,place,-71.38519,41.86895,3/22/19,MJJames
26602,54,Blackstone Academy Charter School,334 Pleasant Street,Pawtucket,RI,02860,1,40,Secondary,6,Charter,place,-71.38519,41.86895,3/22/19,MJJames
27104,27,Howard Hathaway School,53 Tallman Avenue,Portsmouth,RI,02871,1,50,PK-3/Elementary,1,Public,place,-71.24465,41.61732,3/22/19,MJJames
27106,27,Portsmouth High School,120 Education Lane,Portsmouth,RI,02871,1,40,Secondary,1,Public,amenity,-71.25085,41.61117,3/22/19,MJJames
27111,27,Melville Elementary School,1351 West Main Road,Portsmouth,RI,02871,1,20,Elementary,1,Public,highway,-71.26002,41.60994,3/22/19,MJJames
27112,27,Portsmouth Middle School,125 Jepson Lane,Portsmouth,RI,02871,1,30,Middle,1,Public,amenity,-71.28515,41.55497,3/22/19,MJJames
27202,27,St. Philomena School,324 Cory's Lane,Portsmouth,RI,02871,1,20,Elementary,2,Parochial,place,-71.27294,41.59992,3/22/19,MJJames
