reportID,distcode_origin_enter,distcode_dest_enter,enters
76,03,06,2
76,03,07,3
76,03,08,5
76,03,10,1
76,03,12,2
76,03,16,1
76,03,17,2
76,03,24,1
76,03,25,5
76,03,26,1
76,03,28,1
76,03,31,2
76,03,35,3
76,03,38,2
76,03,39,10
76,03,58,2
76,03,67,1
76,03,96,1
76,04,01,3
76,04,04,18
76,04,07,4
76,04,08,6
76,04,10,2
76,04,16,3
76,04,19,2
76,04,21,2
76,04,24,5
76,04,25,3
76,04,26,43
76,04,28,33
76,04,33,2
76,04,35,7
76,04,38,1
76,04,39,17
76,04,42,7
76,04,47,6
76,04,49,1
76,04,50,1
76,04,54,1
76,04,67,9
76,06,01,1
76,06,04,1
76,06,06,19
76,06,07,4
76,06,08,1
76,06,09,5
76,06,10,2
76,06,16,3
76,06,21,2
76,06,23,1
76,06,24,1
76,06,25,1
76,06,26,6
76,06,28,7
76,06,30,10
76,06,31,1
76,06,35,3
76,06,36,2
76,06,38,23
76,06,62,2
76,06,63,1
76,06,67,6
76,06,97,5
76,06,98,4
76,06,99,1
76,07,03,2
76,07,06,8
76,07,07,202
76,07,08,6
76,07,10,9
76,07,13,1
76,07,16,14
76,07,17,2
76,07,19,1
76,07,20,1
76,07,21,4
76,07,23,6
76,07,24,7
76,07,26,3
76,07,28,45
76,07,30,3
76,07,31,3
76,07,32,1
76,07,33,1
76,07,35,19
76,07,36,1
76,07,38,5
76,07,39,3
76,07,40,1
76,07,47,1
76,07,49,2
76,07,60,4
76,07,61,2
76,07,62,1
76,07,63,4
76,07,64,1
76,07,67,3
76,07,98,8
76,08,01,1
76,08,03,2
76,08,04,3
76,08,06,3
76,08,07,4
76,08,08,42
76,08,09,1
76,08,12,1
76,08,13,2
76,08,16,4
76,08,17,8
76,08,23,4
76,08,24,1
76,08,25,1
76,08,26,3
76,08,28,2
76,08,32,1
76,08,35,4
76,08,38,1
76,08,39,5
76,08,47,3
76,08,98,1
76,08,99,1
76,09,06,1
76,09,09,6
76,09,19,3
76,09,20,2
76,09,26,1
76,09,30,1
76,09,32,4
76,09,38,1
76,09,60,1
76,09,67,2
76,09,98,2
76,10,01,4
76,10,04,1
76,10,06,1
76,10,07,11
76,10,08,1
76,10,09,3
76,10,10,45
76,10,13,1
76,10,16,3
76,10,17,1
76,10,19,1
76,10,21,2
76,10,24,5
76,10,26,15
76,10,27,2
76,10,28,12
76,10,31,1
76,10,33,1
76,10,35,11
76,10,38,3
76,10,39,8
76,10,42,3
76,10,48,1
76,10,60,2
76,10,61,1
76,10,63,1
76,10,67,2
76,10,96,15
76,10,97,1
76,10,99,1
76,12,30,1
76,12,33,1
76,12,35,2
76,12,39,1
76,12,97,1
76,13,03,1
76,13,10,1
76,13,17,2
76,13,25,1
76,13,31,1
76,13,35,1
76,13,38,1
76,13,39,1
76,15,06,1
76,15,16,1
76,16,03,4
76,16,06,8
76,16,07,17
76,16,08,2
76,16,16,36
76,16,17,1
76,16,23,1
76,16,24,3
76,16,25,1
76,16,26,2
76,16,27,1
76,16,28,11
76,16,31,5
76,16,32,3
76,16,35,3
76,16,36,1
76,16,38,4
76,16,39,5
76,16,42,1
76,16,48,1
76,16,60,2
76,16,62,1
76,16,67,3
76,16,98,1
76,16,99,1
76,17,03,3
76,17,04,3
76,17,07,7
76,17,08,6
76,17,10,2
76,17,17,6
76,17,23,1
76,17,24,1
76,17,25,1
76,17,26,1
76,17,28,3
76,17,33,2
76,17,39,9
76,17,47,2
76,17,63,1
76,17,67,3
76,19,01,1
76,19,03,1
76,19,04,3
76,19,06,1
76,19,19,12
76,19,21,14
76,19,23,2
76,19,26,1
76,19,28,2
76,19,32,1
76,19,33,2
76,19,35,1
76,19,39,1
76,19,96,7
76,19,98,1
76,20,07,3
76,20,09,2
76,20,15,1
76,20,16,3
76,20,20,8
76,20,28,1
76,20,32,2
76,20,35,1
76,20,36,2
76,20,38,2
76,20,60,1
76,20,67,1
76,20,98,1
76,20,99,1
76,21,04,3
76,21,06,1
76,21,07,2
76,21,08,1
76,21,10,4
76,21,15,1
76,21,16,2
76,21,19,12
76,21,21,18
76,21,23,7
76,21,24,2
76,21,25,2
76,21,26,3
76,21,27,7
76,21,28,11
76,21,33,2
76,21,38,1
76,21,39,1
76,21,60,1
76,21,67,3
76,21,96,2
76,21,97,1
76,21,98,1
76,22,32,3
76,23,01,4
76,23,03,1
76,23,06,6
76,23,07,5
76,23,09,1
76,23,13,1
76,23,15,2
76,23,16,2
76,23,20,1
76,23,21,2
76,23,23,37
76,23,26,4
76,23,28,13
76,23,32,6
76,23,35,8
76,23,36,3
76,23,38,4
76,23,42,1
76,23,52,1
76,23,60,2
76,23,98,4
76,24,01,1
76,24,03,2
76,24,06,1
76,24,07,3
76,24,08,4
76,24,10,5
76,24,16,3
76,24,17,1
76,24,19,1
76,24,23,1
76,24,24,51
76,24,25,2
76,24,26,6
76,24,28,14
76,24,31,2
76,24,32,1
76,24,35,6
76,24,36,2
76,24,39,2
76,24,42,2
76,24,51,1
76,24,67,1
76,24,96,1
76,24,97,1
76,25,03,2
76,25,06,1
76,25,10,1
76,25,17,6
76,25,21,1
76,25,25,5
76,25,26,7
76,25,28,4
76,25,31,4
76,25,33,1
76,25,39,8
76,25,58,1
76,25,79,1
76,26,03,5
76,26,04,29
76,26,06,5
76,26,07,15
76,26,08,11
76,26,10,15
76,26,16,7
76,26,17,9
76,26,24,11
76,26,25,6
76,26,26,163
76,26,27,1
76,26,28,74
76,26,30,1
76,26,31,3
76,26,32,2
76,26,35,18
76,26,38,11
76,26,39,29
76,26,40,3
76,26,42,8
76,26,47,14
76,26,48,2
76,26,53,1
76,26,54,6
76,26,63,4
76,26,67,23
76,26,96,3
76,26,97,2
76,26,98,2
76,26,99,3
76,27,10,1
76,27,19,2
76,27,21,3
76,27,24,2
76,27,26,5
76,27,27,5
76,27,28,1
76,27,33,5
76,27,39,1
76,27,67,2
76,27,96,2
76,27,98,1
76,28,01,5
76,28,03,2
76,28,04,36
76,28,06,16
76,28,07,80
76,28,08,9
76,28,10,27
76,28,16,21
76,28,17,8
76,28,19,3
76,28,20,3
76,28,21,9
76,28,23,11
76,28,24,27
76,28,25,11
76,28,26,79
76,28,27,1
76,28,28,1121
76,28,30,1
76,28,31,5
76,28,32,10
76,28,33,1
76,28,35,36
76,28,36,2
76,28,38,29
76,28,39,48
76,28,41,8
76,28,42,15
76,28,43,1
76,28,47,1
76,28,48,9
76,28,49,7
76,28,51,25
76,28,60,10
76,28,61,6
76,28,62,2
76,28,63,8
76,28,64,1
76,28,67,63
76,28,68,2
76,28,96,1
76,28,97,1
76,28,98,2
76,30,04,1
76,30,06,10
76,30,08,1
76,30,16,3
76,30,23,1
76,30,28,1
76,30,30,6
76,30,32,1
76,30,99,1
76,31,03,2
76,31,06,2
76,31,07,1
76,31,08,4
76,31,10,2
76,31,12,1
76,31,17,6
76,31,21,1
76,31,24,2
76,31,26,3
76,31,27,1
76,31,28,3
76,31,31,4
76,31,32,1
76,31,35,1
76,31,38,1
76,31,39,1
76,31,67,4
76,31,96,5
76,32,04,1
76,32,09,1
76,32,19,1
76,32,20,2
76,32,22,1
76,32,23,6
76,32,28,4
76,32,31,1
76,32,32,12
76,32,35,6
76,32,36,2
76,32,38,2
76,32,39,1
76,32,60,2
76,32,98,2
76,33,09,2
76,33,10,2
76,33,16,1
76,33,18,3
76,33,19,4
76,33,21,1
76,33,27,3
76,33,28,3
76,33,31,2
76,33,33,4
76,33,35,3
76,33,38,1
76,33,39,1
76,33,96,2
76,35,03,1
76,35,04,8
76,35,06,15
76,35,07,14
76,35,08,1
76,35,09,4
76,35,10,8
76,35,16,6
76,35,17,2
76,35,19,1
76,35,20,2
76,35,21,5
76,35,23,3
76,35,24,5
76,35,25,1
76,35,26,5
76,35,27,2
76,35,28,19
76,35,30,3
76,35,31,6
76,35,32,5
76,35,33,2
76,35,35,136
76,35,36,5
76,35,38,12
76,35,39,1
76,35,40,1
76,35,42,1
76,35,52,1
76,35,62,1
76,35,64,1
76,35,67,3
76,35,96,6
76,35,97,9
76,35,98,2
76,35,99,2
76,36,06,1
76,36,07,4
76,36,09,1
76,36,10,1
76,36,13,3
76,36,20,2
76,36,21,1
76,36,26,1
76,36,28,5
76,36,32,1
76,36,35,5
76,36,36,41
76,36,38,3
76,36,39,1
76,36,52,1
76,36,67,1
76,36,97,3
76,36,98,16
76,38,03,2
76,38,06,17
76,38,07,8
76,38,08,4
76,38,10,4
76,38,16,2
76,38,17,2
76,38,20,2
76,38,23,5
76,38,24,4
76,38,25,2
76,38,26,9
76,38,27,1
76,38,28,22
76,38,30,2
76,38,31,3
76,38,32,7
76,38,35,15
76,38,36,4
76,38,38,35
76,38,39,4
76,38,52,1
76,38,62,1
76,38,67,7
76,38,96,1
76,38,97,2
76,39,01,1
76,39,03,14
76,39,04,11
76,39,07,5
76,39,08,12
76,39,09,1
76,39,10,6
76,39,13,2
76,39,16,5
76,39,17,9
76,39,19,2
76,39,24,4
76,39,25,6
76,39,26,19
76,39,27,2
76,39,28,42
76,39,31,7
76,39,32,1
76,39,33,2
76,39,35,8
76,39,36,2
76,39,39,145
76,39,42,8
76,39,58,2
76,39,63,3
76,39,67,14
76,39,97,1
76,40,04,1
76,40,07,1
76,40,08,1
76,40,10,1
76,40,24,2
76,40,26,10
76,40,28,1
76,40,35,1
76,40,39,1
76,40,42,1
76,40,47,1
76,41,06,2
76,41,07,2
76,41,10,1
76,41,26,1
76,41,28,4
76,41,31,2
76,41,39,1
76,41,51,1
76,42,39,3
76,42,42,7
76,42,67,1
76,46,04,1
76,46,08,3
76,47,04,4
76,47,08,12
76,47,17,7
76,47,24,1
76,47,26,4
76,47,47,1
76,47,54,3
76,47,60,2
76,48,07,2
76,48,10,2
76,48,28,9
76,48,35,1
76,48,51,3
76,48,63,1
76,49,04,1
76,49,16,1
76,49,26,2
76,49,28,10
76,49,51,1
76,52,32,1
76,52,52,2
76,53,01,1
76,53,10,1
76,53,97,1
76,54,04,2
76,54,07,1
76,54,26,2
76,54,39,1
76,54,63,2
76,58,04,1
76,58,07,1
76,58,08,2
76,58,16,1
76,58,38,1
76,58,39,5
76,59,16,2
76,59,24,2
76,59,59,1
76,60,10,1
76,60,24,2
76,60,25,1
76,60,28,6
76,60,38,2
76,60,47,1
76,60,63,1
76,60,67,1
76,60,96,1
76,61,16,1
76,61,28,4
76,61,38,1
76,61,58,1
76,61,63,1
76,62,06,1
76,62,35,1
76,62,36,1
76,62,38,1
76,62,42,1
76,62,47,4
76,62,60,1
76,62,98,1
76,63,04,1
76,63,10,1
76,63,16,1
76,63,24,1
76,63,26,2
76,63,28,18
76,63,39,4
76,63,42,1
76,63,47,1
76,63,67,1
76,63,96,1
76,64,04,1
76,64,28,3
76,64,47,1
76,64,48,1
76,64,51,1
76,67,04,2
76,67,06,1
76,67,07,3
76,67,08,1
76,67,09,1
76,67,10,1
76,67,16,1
76,67,20,1
76,67,21,2
76,67,24,2
76,67,25,1
76,67,26,11
76,67,27,4
76,67,28,24
76,67,31,4
76,67,32,1
76,67,38,6
76,67,39,5
76,67,42,1
76,67,96,1
76,68,07,1
76,68,38,1
76,79,28,2
76,96,07,4
76,96,08,3
76,96,10,8
76,96,16,1
76,96,19,1
76,96,21,6
76,96,23,2
76,96,26,3
76,96,27,6
76,96,28,4
76,96,33,5
76,96,35,1
76,96,38,2
76,96,39,2
76,96,60,1
76,96,96,17
76,97,06,3
76,97,09,1
76,97,10,1
76,97,26,1
76,97,32,1
76,97,35,1
76,97,38,1
76,97,62,1
76,97,97,7
76,97,98,2
76,98,07,2
76,98,09,1
76,98,10,1
76,98,16,4
76,98,18,1
76,98,20,2
76,98,21,1
76,98,26,1
76,98,28,4
76,98,32,9
76,98,35,5
76,98,36,16
76,98,38,3
76,98,39,1
76,98,62,1
76,98,97,3
76,98,98,21
76,99,10,1
76,99,16,1
76,99,99,1
77,00,01,55
77,00,03,22
77,00,04,242
77,00,06,45
77,00,07,176
77,00,08,53
77,00,09,20
77,00,10,62
77,00,12,1
77,00,13,2
77,00,15,10
77,00,16,47
77,00,17,33
77,00,18,6
77,00,19,90
77,00,20,12
77,00,21,99
77,00,22,5
77,00,23,38
77,00,24,70
77,00,25,23
77,00,26,330
77,00,27,34
77,00,28,1241
77,00,30,13
77,00,31,20
77,00,32,43
77,00,33,27
77,00,35,95
77,00,36,42
77,00,38,45
77,00,39,227
77,00,40,2
77,00,41,2
77,00,42,12
77,00,43,1
77,00,46,1
77,00,47,7
77,00,48,10
77,00,50,1
77,00,51,2
77,00,53,3
77,00,55,1
77,00,58,2
77,00,60,8
77,00,63,3
77,00,67,17
77,00,96,33
77,00,97,13
77,00,98,24
77,00,99,8
77,01,01,3
77,01,10,1
77,01,23,2
77,01,26,1
77,01,28,1
77,01,35,1
77,01,60,1
77,01,96,1
77,03,03,11
77,03,17,2
77,03,23,1
77,03,25,2
77,03,28,1
77,03,30,2
77,03,38,1
77,03,39,5
77,03,58,1
77,03,99,1
77,04,04,24
77,04,07,11
77,04,08,7
77,04,10,2
77,04,13,2
77,04,16,1
77,04,17,1
77,04,21,1
77,04,24,5
77,04,26,35
77,04,27,1
77,04,28,35
77,04,31,1
77,04,35,2
77,04,38,4
77,04,39,6
77,04,42,1
77,04,47,8
77,04,48,1
77,04,49,3
77,04,50,1
77,04,67,2
77,04,99,1
77,06,03,1
77,06,06,28
77,06,07,5
77,06,08,1
77,06,10,1
77,06,13,1
77,06,16,6
77,06,17,1
77,06,21,2
77,06,23,1
77,06,26,1
77,06,27,2
77,06,28,8
77,06,30,5
77,06,35,9
77,06,36,1
77,06,38,19
77,06,39,2
77,06,58,1
77,06,62,4
77,06,67,4
77,06,97,3
77,06,99,1
77,07,01,1
77,07,03,1
77,07,06,5
77,07,07,122
77,07,09,3
77,07,10,4
77,07,13,2
77,07,16,14
77,07,17,3
77,07,21,1
77,07,24,5
77,07,25,3
77,07,26,7
77,07,27,1
77,07,28,64
77,07,30,3
77,07,32,6
77,07,35,12
77,07,38,10
77,07,39,13
77,07,42,1
77,07,48,4
77,07,60,2
77,07,62,1
77,07,63,4
77,07,67,2
77,07,96,4
77,07,98,1
77,08,01,1
77,08,04,3
77,08,08,57
77,08,13,2
77,08,16,4
77,08,17,8
77,08,26,9
77,08,28,5
77,08,31,2
77,08,35,6
77,08,38,2
77,08,39,9
77,08,40,1
77,08,47,11
77,08,67,1
77,09,09,4
77,09,23,1
77,09,28,1
77,09,35,4
77,09,38,4
77,09,62,1
77,10,01,2
77,10,04,7
77,10,06,2
77,10,07,3
77,10,08,2
77,10,10,37
77,10,16,1
77,10,17,1
77,10,21,4
77,10,23,1
77,10,24,1
77,10,26,6
77,10,28,23
77,10,32,1
77,10,35,6
77,10,36,3
77,10,38,2
77,10,39,4
77,10,42,1
77,10,47,1
77,10,51,1
77,10,58,1
77,10,60,2
77,10,63,1
77,10,67,4
77,10,96,6
77,12,08,1
77,12,17,1
77,12,98,2
77,13,10,2
77,13,13,1
77,13,23,1
77,13,38,1
77,15,16,3
77,15,28,1
77,16,01,2
77,16,03,1
77,16,04,1
77,16,07,11
77,16,08,1
77,16,10,2
77,16,13,1
77,16,16,26
77,16,20,1
77,16,23,2
77,16,24,1
77,16,28,7
77,16,30,3
77,16,31,1
77,16,32,1
77,16,33,1
77,16,35,4
77,16,38,7
77,16,39,1
77,16,40,1
77,16,48,1
77,16,51,2
77,16,63,4
77,16,96,1
77,17,03,1
77,17,04,1
77,17,06,1
77,17,08,3
77,17,09,1
77,17,10,1
77,17,17,9
77,17,23,1
77,17,24,3
77,17,25,2
77,17,26,3
77,17,28,2
77,17,31,1
77,17,35,6
77,17,38,2
77,17,39,8
77,17,40,1
77,17,47,1
77,17,67,2
77,19,19,13
77,19,21,8
77,19,23,2
77,19,24,1
77,19,26,1
77,19,27,2
77,19,28,4
77,19,33,5
77,19,38,3
77,19,39,1
77,19,54,1
77,19,67,1
77,19,96,3
77,20,13,1
77,20,16,1
77,20,20,10
77,20,21,1
77,20,23,3
77,20,28,1
77,20,31,1
77,20,32,6
77,20,36,1
77,20,39,1
77,20,67,1
77,20,98,1
77,21,06,1
77,21,07,2
77,21,15,1
77,21,19,14
77,21,21,13
77,21,23,5
77,21,24,2
77,21,27,7
77,21,28,12
77,21,32,2
77,21,33,1
77,21,35,2
77,21,36,1
77,21,42,1
77,21,60,1
77,21,67,1
77,21,96,5
77,22,32,1
77,23,04,1
77,23,06,5
77,23,10,1
77,23,20,2
77,23,21,1
77,23,23,22
77,23,26,2
77,23,28,4
77,23,32,2
77,23,35,8
77,23,36,2
77,23,38,2
77,23,39,5
77,23,52,1
77,23,55,1
77,23,60,3
77,23,96,1
77,23,97,2
77,23,98,5
77,24,03,6
77,24,04,7
77,24,06,2
77,24,07,2
77,24,08,6
77,24,10,4
77,24,13,1
77,24,16,8
77,24,17,4
77,24,21,1
77,24,23,2
77,24,24,32
77,24,26,12
77,24,28,16
77,24,31,2
77,24,33,1
77,24,35,3
77,24,38,2
77,24,39,8
77,24,60,2
77,24,63,1
77,24,67,1
77,25,03,1
77,25,04,1
77,25,07,1
77,25,08,1
77,25,13,1
77,25,16,3
77,25,24,2
77,25,25,5
77,25,26,3
77,25,27,1
77,25,31,2
77,25,32,2
77,25,38,4
77,25,39,3
77,25,58,2
77,25,79,1
77,25,96,3
77,25,99,2
77,26,03,4
77,26,04,46
77,26,06,1
77,26,07,11
77,26,08,11
77,26,10,11
77,26,13,1
77,26,16,4
77,26,17,15
77,26,21,2
77,26,23,5
77,26,24,8
77,26,25,4
77,26,26,204
77,26,28,54
77,26,30,6
77,26,31,1
77,26,32,1
77,26,35,9
77,26,36,1
77,26,38,4
77,26,39,21
77,26,40,6
77,26,42,5
77,26,46,1
77,26,47,15
77,26,48,1
77,26,51,1
77,26,53,1
77,26,63,2
77,26,67,21
77,26,96,5
77,26,98,1
77,27,01,1
77,27,04,1
77,27,17,1
77,27,19,3
77,27,26,1
77,27,27,8
77,27,28,2
77,27,31,1
77,27,32,2
77,27,48,1
77,27,60,2
77,27,96,4
77,28,01,1
77,28,03,1
77,28,04,39
77,28,06,6
77,28,07,88
77,28,08,9
77,28,09,1
77,28,10,28
77,28,16,17
77,28,17,3
77,28,19,3
77,28,21,8
77,28,23,8
77,28,24,24
77,28,25,2
77,28,26,71
77,28,28,1061
77,28,30,3
77,28,31,5
77,28,32,6
77,28,33,3
77,28,35,17
77,28,36,6
77,28,38,19
77,28,39,54
77,28,41,12
77,28,42,13
77,28,43,6
77,28,48,21
77,28,49,13
77,28,50,1
77,28,51,24
77,28,53,2
77,28,54,1
77,28,60,16
77,28,61,2
77,28,62,2
77,28,63,22
77,28,64,4
77,28,67,38
77,28,68,2
77,28,79,1
77,28,96,4
77,28,98,8
77,30,06,1
77,30,07,3
77,30,35,1
77,30,38,1
77,30,99,2
77,31,03,1
77,31,04,1
77,31,06,1
77,31,07,1
77,31,08,1
77,31,17,2
77,31,20,1
77,31,23,2
77,31,24,3
77,31,26,5
77,31,28,5
77,31,31,5
77,31,35,1
77,31,38,3
77,31,39,4
77,31,58,1
77,31,96,1
77,32,04,2
77,32,08,3
77,32,17,2
77,32,20,7
77,32,22,1
77,32,23,2
77,32,26,2
77,32,27,1
77,32,28,7
77,32,32,16
77,32,36,2
77,32,39,5
77,32,52,2
77,32,60,2
77,32,62,1
77,32,98,4
77,33,03,1
77,33,10,3
77,33,19,2
77,33,23,1
77,33,27,6
77,33,28,1
77,33,33,13
77,33,39,2
77,33,96,6
77,35,01,2
77,35,06,13
77,35,07,18
77,35,09,5
77,35,10,1
77,35,12,1
77,35,16,2
77,35,17,1
77,35,23,13
77,35,26,4
77,35,28,16
77,35,31,3
77,35,32,1
77,35,35,123
77,35,36,2
77,35,38,16
77,35,39,3
77,35,52,1
77,35,60,1
77,35,62,1
77,35,67,2
77,35,96,1
77,35,97,10
77,35,98,1
77,35,99,2
77,36,06,1
77,36,10,1
77,36,23,1
77,36,28,17
77,36,32,5
77,36,35,3
77,36,36,32
77,36,39,3
77,36,55,2
77,36,60,1
77,36,67,1
77,36,97,1
77,36,98,20
77,38,03,1
77,38,04,1
77,38,06,21
77,38,07,7
77,38,09,3
77,38,10,1
77,38,17,3
77,38,19,2
77,38,20,1
77,38,23,2
77,38,26,8
77,38,28,11
77,38,33,1
77,38,35,15
77,38,38,52
77,38,39,9
77,38,67,1
77,38,98,4
77,38,99,1
77,39,03,17
77,39,04,9
77,39,06,2
77,39,07,3
77,39,08,8
77,39,10,6
77,39,13,1
77,39,16,1
77,39,17,13
77,39,23,3
77,39,24,4
77,39,25,8
77,39,26,25
77,39,28,28
77,39,32,1
77,39,35,5
77,39,36,1
77,39,38,11
77,39,39,173
77,39,47,1
77,39,58,6
77,39,60,1
77,39,63,1
77,39,67,6
77,39,79,2
77,39,96,1
77,39,98,1
77,40,03,1
77,40,04,1
77,40,07,1
77,40,17,1
77,40,26,5
77,40,28,2
77,40,47,2
77,40,54,1
77,40,67,1
77,41,21,1
77,41,26,1
77,41,28,10
77,41,31,1
77,41,35,1
77,41,38,1
77,41,41,3
77,41,51,1
77,41,68,1
77,42,26,4
77,42,28,3
77,42,39,2
77,42,42,1
77,42,48,1
77,42,67,3
77,43,07,2
77,43,28,4
77,46,47,2
77,47,07,4
77,47,08,10
77,47,09,2
77,47,17,4
77,47,26,2
77,47,28,1
77,47,30,2
77,47,38,2
77,47,48,1
77,47,63,1
77,48,04,2
77,48,07,1
77,48,16,1
77,48,26,2
77,48,28,6
77,48,51,2
77,49,04,3
77,49,07,1
77,49,26,1
77,49,28,15
77,52,36,1
77,52,55,1
77,52,98,3
77,53,26,1
77,53,47,2
77,53,50,1
77,54,04,1
77,54,16,1
77,54,47,2
77,54,62,1
77,55,20,1
77,55,23,1
77,55,32,1
77,55,52,1
77,58,03,1
77,58,07,1
77,58,08,1
77,58,09,2
77,58,10,1
77,58,16,1
77,58,25,1
77,58,28,1
77,58,31,2
77,58,35,1
77,58,38,1
77,58,39,2
77,59,08,1
77,59,47,2
77,60,01,1
77,60,03,1
77,60,07,1
77,60,10,1
77,60,19,1
77,60,21,1
77,60,28,9
77,60,33,1
77,60,35,1
77,60,39,1
77,60,40,2
77,60,47,2
77,60,51,1
77,60,63,1
77,60,67,1
77,61,07,2
77,61,10,1
77,61,24,2
77,61,28,4
77,62,04,2
77,62,06,1
77,62,07,1
77,62,16,1
77,62,23,2
77,62,26,1
77,62,28,1
77,62,32,1
77,62,60,1
77,63,07,2
77,63,08,1
77,63,26,4
77,63,28,21
77,63,35,2
77,63,42,2
77,63,48,1
77,63,51,1
77,63,60,1
77,64,06,1
77,64,26,1
77,64,28,4
77,64,31,1
77,64,35,1
77,64,38,1
77,64,67,1
77,67,04,1
77,67,07,3
77,67,08,1
77,67,10,2
77,67,16,1
77,67,19,1
77,67,23,1
77,67,24,1
77,67,26,11
77,67,28,24
77,67,35,1
77,67,36,1
77,67,38,2
77,67,39,4
77,67,51,1
77,67,64,1
77,67,96,1
77,67,98,1
77,67,99,2
77,68,28,2
77,79,03,1
77,79,39,1
77,96,01,5
77,96,03,2
77,96,10,5
77,96,16,1
77,96,18,1
77,96,21,3
77,96,23,4
77,96,26,3
77,96,27,2
77,96,28,1
77,96,30,1
77,96,33,5
77,96,35,4
77,96,36,1
77,96,38,2
77,96,48,1
77,96,63,1
77,96,67,2
77,96,96,25
77,97,06,3
77,97,10,1
77,97,23,5
77,97,27,1
77,97,28,1
77,97,32,1
77,97,35,1
77,97,38,4
77,97,39,1
77,97,62,1
77,97,97,1
77,97,98,3
77,98,06,2
77,98,19,1
77,98,23,2
77,98,26,1
77,98,28,1
77,98,31,1
77,98,32,4
77,98,33,3
77,98,35,3
77,98,36,17
77,98,38,1
77,98,52,1
77,98,62,2
77,98,67,2
77,98,97,1
77,98,98,14
77,99,03,1
77,99,07,2
77,99,17,1
77,99,30,1
77,99,38,1
77,99,39,1
77,99,67,2
77,99,99,1
